id,count
418,139.56778
420,164.57709
421,215.01534
422,111.2412
424,268.04358
428,320.22913
429,180.65282
431,140.0226
435,12.844325
439,136.66194
441,17.130291
447,85.77857
449,124.20304
451,133.26988
452,16.406393
454,205.1394
458,177.49512
463,101.51542
467,22.26376
470,182.93776
471,157.76694
474,260.24124
478,24.987698
483,118.0985
484,160.32045
485,84.76135
486,123.84078
491,93.687675
494,121.6595
495,216.45326
497,214.53642
499,139.63982
515,84.20981
518,201.98788
521,178.76662
525,128.77452
529,271.3384
532,116.68541
534,92.29041
540,106.06016
544,295.13623
547,171.91216
549,57.31134
563,33.9369
564,139.35164
567,112.54008
572,101.47729
577,155.86026
578,271.94614
585,316.06915
588,152.44133
589,104.71399
590,110.02578
592,23.278769
594,210.91162
596,24.01955
598,343.02194
599,110.28086
605,28.139856
606,116.37408
607,225.58922
608,209.61572
609,70.65793
610,277.23386
611,167.05888
614,131.68718
615,236.22502
616,230.22351
617,120.87645
618,242.01271
624,110.86587
629,122.733055
631,105.18641
633,89.2786
637,16.09401
638,114.79218
643,52.008022
644,146.62543
645,31.256308
646,199.15395
648,159.57591
650,48.37179
651,209.04257
652,238.49063
656,102.31667
657,27.65507
659,88.59105
660,203.37566
662,100.57732
665,364.27332
675,294.3135
681,153.17343
682,170.99718
685,22.932219
686,218.9031
689,20.084383
696,147.10153
703,155.71269
704,92.51324
705,121.43228
714,223.23926
717,109.12957
718,15.982975
720,96.30434
721,269.95474
723,227.45795
726,192.02583
728,103.05206
730,216.57452
731,27.198057
734,370.7242
737,73.03291
738,32.70252
745,153.22336
746,16.949604
749,221.5865
752,20.718363
753,172.33325
758,246.94214
765,32.874313
766,222.88097
768,78.08346
769,161.15317
774,139.15895
775,99.388664
781,52.384914
784,293.59167
794,24.162664
795,232.48633
796,87.75436
802,130.36357
803,211.19153
805,30.226439
806,258.89432
807,97.26468
809,18.695679
810,152.89412
812,171.66734
814,114.49585
818,258.50854
819,133.82031
825,59.901665
836,89.57118
839,126.14454
847,287.0961
848,144.09015
851,102.02743
852,147.36134
853,25.611008
857,152.33867
858,42.411404
859,207.29706
861,23.521488
867,121.626785
870,198.41089
871,193.89043
872,238.03084
874,330.74832
881,214.2872
886,125.04404
890,52.7646
895,174.8084
899,85.93584
900,252.94104
901,233.81102
902,253.68568
903,48.412
913,248.61642
918,168.04068
923,120.01436
924,26.355455
926,30.85026
927,32.962536
930,224.91985
934,44.339943
937,126.675026
939,138.78802
941,105.64774
942,346.7796
946,244.79768
950,111.19811
953,95.00008
959,84.45277
961,32.617157
962,96.4795
964,72.25335
969,179.1395
971,128.51448
976,34.92957
978,236.45697
980,202.10237
981,183.45647
990,323.48074
993,12.199927
996,28.15558
998,288.74597
999,192.1884
1006,116.81063
1008,20.134945
1013,53.66015
1015,87.74468
1016,98.58124
1022,253.78813
1026,213.16139
1028,236.03964
1031,54.560925
1034,46.633636
1037,190.60913
1040,61.55667
1042,40.29146
1046,31.602219
1048,92.97276
1049,117.58733
1050,78.0778
1051,235.68275
1052,229.45964
1055,212.53548
1060,135.15953
1064,40.41358
1066,70.61793
1071,88.822914
1073,17.39082
1089,209.74388
1091,106.06094
1092,77.278534
1093,213.8048
1096,270.46716
1097,220.38675
1098,24.8608
1099,46.08259
1102,191.7011
1107,83.51955
1109,35.233177
1111,144.20064
1112,118.60507
1114,318.8226
1116,275.11426
1117,100.901054
1118,65.70615
1122,140.60167
1124,179.42447
1127,98.456505
1133,229.20595
1134,42.714027
1135,128.93509
1139,258.6541
1143,48.770958
1150,110.00333
1151,124.239655
1153,269.1174
1155,32.87362
1162,36.023773
1163,192.77774
1166,16.775526
1171,94.56908
1172,15.306304
1173,261.0664
1174,105.06394
1177,144.81387
1178,153.53429
1184,165.86276
1185,113.77778
1186,83.159546
1187,130.73657
1188,255.74771
1191,150.06166
1207,106.46306
1213,56.44232
1215,97.46983
1223,163.40222
1227,126.66777
1236,50.014362
1237,55.092167
1238,40.93538
1241,20.6031
1248,31.622103
1250,36.478344
1251,142.17105
1253,101.89644
1255,103.783325
1257,150.74333
1261,126.976364
1262,330.8048
1265,132.94955
1273,170.65213
1277,235.7949
1278,85.35583
1280,102.203735
1284,176.16568
1285,298.489
1288,54.03578
1295,115.67591
1297,364.94006
1299,235.65977
1304,144.96837
1308,46.956158
1310,105.50172
1311,85.49808
1314,96.31652
1315,95.083595
1318,30.02464
1320,303.81976
1321,265.64438
1322,220.53215
1330,130.17126
1333,152.90784
1334,201.75896
1341,150.77039
1344,136.92159
1351,230.7498
1354,87.06176
1356,59.534134
1363,112.05251
1365,177.51747
1369,117.30632
1373,111.391594
1375,92.65132
1377,86.44042
1379,140.6736
1380,262.69977
1381,91.06638
1384,179.13724
1390,189.43011
1393,207.1055
1395,48.983418
1399,357.48663
1400,100.1216
1401,199.38374
1404,170.85535
1408,21.629276
1409,27.497948
1413,220.79965
1416,259.55447
1418,102.33529
1423,102.39238
1424,26.799995
1425,17.664879
1433,274.44128
1434,150.88005
1436,381.40765
1442,248.7878
1444,92.73029
1445,120.96451
1452,219.15417
1455,164.34892
1462,81.155594
1467,66.248215
1472,46.249027
1475,189.48395
1493,103.389725
1501,228.78552
1503,298.33347
1504,206.48329
1505,25.877645
1511,261.80743
1512,54.724445
1513,112.849335
1514,57.54053
1528,270.49377
1533,246.36841
1534,45.687546
1536,151.70714
1537,90.12706
1539,183.24849
1550,195.23712
1552,223.94337
1554,182.9558
1555,324.15576
1556,84.17084
1559,24.962036
1563,224.5069
1566,163.546
1567,151.57608
1568,35.76469
1571,226.27155
1572,35.951427
1574,57.79196
1577,36.926025
1583,49.70019
1585,44.04777
1586,186.15007
1587,181.0007
1596,132.98677
1602,28.778458
1604,65.310936
1605,42.304214
1610,276.04736
1611,106.80429
1616,33.334923
1617,77.44982
1618,19.268639
1622,46.94198
1623,31.174421
1628,294.15567
1631,21.17811
1632,222.55342
1633,226.83636
1634,255.82304
1636,199.79636
1637,96.051186
1643,125.24068
1644,104.67646
1646,111.34261
1648,196.90384
1651,42.58515
1656,21.254692
1658,145.61485
1659,21.242409
1665,163.68117
1666,146.68797
1670,51.6872
1674,143.38664
1679,204.85516
1680,193.01067
1683,346.3548
1686,33.494926
1691,97.54498
1693,47.34055
1696,36.322895
1697,86.34934
1703,97.574455
1706,21.809221
1709,167.55713
1710,84.60251
1712,243.43187
1713,110.32458
1718,319.31512
1719,166.75044
1722,266.66684
1723,145.46176
1724,262.66214
1728,55.023426
1730,42.958843
1732,41.60786
1737,35.824184
1745,76.18917
1747,19.455252
1748,18.575943
1755,125.144775
1759,33.0943
1761,254.00916
1764,248.21893
1765,134.87158
1766,69.00343
1768,101.39657
1770,50.47951
1771,149.1576
1774,89.75085
1785,115.92259
1788,182.4097
1792,11.933532
1794,250.11755
1797,128.15971
1798,30.825148
1799,282.9332
1802,111.09973
1806,29.415075
1808,98.003044
1810,230.70914
1818,136.21846
1819,359.02554
1820,262.4752
1822,214.43037
1826,194.1518
1827,190.67213
1835,33.103344
1841,128.13544
1842,117.928444
1843,50.53637
1846,52.552826
1849,92.12056
1850,225.26149
1851,194.0334
1857,61.553074
1858,174.28069
1860,89.65728
1861,236.02383
1864,104.69104
1869,284.601
1871,82.94115
1872,10.059557
1875,25.911562
1878,245.96045
1879,242.19566
1885,90.49358
1888,121.27569
1889,25.228077
1890,101.85087
1896,143.66039
1897,147.27446
1898,115.39453
1900,109.21619
1905,39.671917
1908,95.430595
1909,85.785545
1913,69.56027
1918,95.91499
1922,312.65176
1923,102.69056
1925,230.70203
1926,123.84229
1927,244.59502
1930,184.53444
1935,60.066864
1939,139.4326
1942,81.21719
1943,165.76308
1948,255.00679
1949,247.61163
1951,103.471855
1953,109.91664
1959,100.41501
1963,39.38088
1967,105.598366
1973,242.63011
1975,33.124073
1976,82.42947
1990,138.16937
1993,111.64544
1997,208.69003
1999,92.435074
2001,334.01556
2004,75.74328
2010,108.084076
2013,118.87342
2017,298.60764
2021,94.40151
2023,173.71484
2026,147.75343
2037,30.894049
2039,194.38847
2041,19.207918
2046,35.129498
2050,11.267783
2060,214.14824
2067,90.06475
2069,164.94125
2072,257.15216
2074,118.498085
2079,147.53517
2083,32.52835
2085,200.62482
2087,31.762186
2093,147.3809
2094,43.1205
2097,26.012783
2103,106.79688
2104,49.704006
2107,172.78369
2108,31.968666
2110,91.24794
2115,226.04475
2117,47.985794
2125,262.96686
2127,302.51266
2133,27.924572
2134,395.71884
2135,115.95236
2141,264.41208
2143,38.79392
2145,75.69157
2146,59.979385
2147,283.9379
2148,53.33722
2149,62.31441
2165,128.91815
2166,129.77135
2177,184.15385
